"Bacteria_Antibiotic","ECOFF","distributions","observations","resistance_freq","best_model","unimodalBIC","bimodalBIC","prob_best","peaks","prop_overlap","diptest","diptest_pval","foldingtest","foldingtest_pval","criticalbandwidth","criticalbandwidth_pval","excessmass","excessmass_pval"
"Campylobacter coli_Ciprofloxacin",0.5,44,5429,0.209615030392337,"Bimodal",26617.0080871379,19968.1550280179,0,"2 Peaks",0.00106338948505891,0.0413981303366024,0,0.436496561722398,0.0001220703125,1.99717712402344,0,0.0827962613147972,0
"Campylobacter jejuni_Ciprofloxacin",0.5,68,30550,0.196399345335516,"Bimodal",154843.640374951,112867.238598485,0,"2 Peaks",0.000847697339293617,0.0412825627181291,0,0.391573980828277,0.0001220703125,2.19613647460938,0,0.0825651254330638,0
"Enterobacter cloacae_Ciprofloxacin",0.125,53,2544,0.159591194968553,"Bimodal",13190.1517020044,12239.2299419002,3.2356641156327e-207,"1 Peak",0.344670111627436,0.0110909682897103,0.0378319801439003,1.33749353783433,0.0001220703125,0.695060729980469,0.65,0.0221819365794206,0
"Enterococcus faecalis_Ciprofloxacin",4,20,28980,0.0671497584541063,"Bimodal",108849.225651581,80311.6450519447,0,"2 Peaks",0.271953984655191,0.00443014352180865,0.000701654548547426,1.10730055166545,0.0001220703125,1.23011779785156,0.004,0.00886028707511136,0
"Enterococcus faecium_Ciprofloxacin",8,28,13508,0.0412348238081137,"Bimodal",51367.7693603645,46087.5733975516,0,"2 Peaks",0.0336051960298173,0.00540376506738924,0.0102315817341145,2.10958737973758,0.0001220703125,1.18492889404297,0,0.0108075301330319,0
"Escherichia coli_Ciprofloxacin",0.064,55,16702,0.182193749251587,"Bimodal",87438.0554080525,64528.0444521607,0,"2 Peaks",0.158530302052897,0.0119314708290866,0,0.754348648828659,0.0001220703125,2.4758186340332,0,0.0238629418663053,0
"Haemophilus influenzae_Ciprofloxacin",0.064,22,18016,0.00571714031971581,"Bimodal",47499.0170449441,42679.2163615046,0,"1 Peak",0.380763062737866,0.00250156860500517,0.713767001355057,2.83710374847679,0.0001220703125,1.11362457275391,0.428,0.00500313774022251,0.004
"Klebsiella aerogenes_Ciprofloxacin",0.125,48,1228,0.46742671009772,"Bimodal",7289.03860755425,6532.46728642398,5.15970691717128e-165,"2 Peaks",0.0422656604572484,0.0640305288324526,0,0.628411220776592,0.0001220703125,3.03566360473633,0,0.128061057664905,0
"Klebsiella oxytoca_Ciprofloxacin",0.125,54,1719,0.187899941826643,"Bimodal",8618.80002932903,7249.43139548078,4.41956284830728e-298,"2 Peaks",0.198765135435115,0.00684588990820101,0.91446300512507,0.943029471265005,0.0275478221473567,0.884422302246094,0.414,0.013691779816402,0.08
"Klebsiella pneumoniae_Ciprofloxacin",0.125,71,5591,0.24503666607047,"Bimodal",29051.6339692337,25018.2515932044,0,"2 Peaks",0.247304467457273,0.00701793600008774,0.0694770036326562,1.04940039106907,0.00103759765625,1.72580718994141,0,0.0140358720001755,0
"Moraxella catarrhalis_Ciprofloxacin",0.125,15,10144,0.00483044164037855,"Bimodal",22047.5442642459,20150.9818160381,0,"1 Peak",0.46185325213526,0.00469631108789335,0.158169001525965,1.80180175926187,0.0001220703125,0.541793823242188,0.716,0.00939263542670067,0
"Morganella morganii_Ciprofloxacin",0.064,8,375,0.122666666666667,"Bimodal",1865.27636032814,1355.43669304689,1.948601004906e-111,"2 Peaks",0.111243925758839,0.0124154876005526,0.985925802394827,0.762209710892239,0.0001220703125,1.69927215576172,0.234,0.0248309752011052,0.472
"Neisseria gonorrhoeae_Ciprofloxacin",0.016,24,10635,0.408838740009403,"Bimodal",66148.9879957836,52088.6833710527,0,"2 Peaks",0.00391041813258782,0.0659126135415477,0,0.378219843691376,0.0001220703125,3.85457992553711,0,0.131825227263277,0
"Neisseria meningitidis_Ciprofloxacin",0.016,16,1905,0.0078740157480315,"Bimodal",4031.53744763147,3496.65362613985,7.10319820828009e-117,"1 Peak",0.534986287215571,0.00692492163624369,0.848828657934579,2.61692225960261,0.0001220703125,0.907493591308594,0.246,0.0138498432724874,0.072
"Pasteurella multocida_Ciprofloxacin",0.03,5,214,0.014018691588785,"Unimodal",500.899725527296,504.030320145675,0.172887831252195,"1 Peak",1,0.0138612482781511,0.994068517013376,1.73035966000175,0.0001220703125,0.414779663085938,0.328,0.0277224965563022,0.934
"Proteus mirabilis_Ciprofloxacin",0.064,12,2512,0.268710191082803,"Bimodal",12160.5512440146,9750.99097379875,0,"2 Peaks",0.218674172066506,0.0126934712054092,0.00827235135321469,0.900537435995334,0.0001220703125,1.35356903076172,0.004,0.0253869424108184,0
"Pseudomonas aeruginosa_Ciprofloxacin",0.5,71,27836,0.256162414660438,"Bimodal",133520.863526436,120742.209296132,0,"1 Peak",0.303182832274736,0.00266620893127396,0.230881789201395,1.19427599084582,0.0001220703125,0.790779113769531,0,0.00533241785088179,0
"Salmonella enterica_Ciprofloxacin",0.064,5,2318,0.0629853321829163,"Bimodal",6913.45718974934,6360.48786277143,8.39916892389584e-121,"1 Peak",0.535994037255049,0.00535563928019075,0.97267369820856,1.83407559523646,0.0001220703125,0.881660461425781,0.708,0.0107112785603815,0.224
"Serratia marcescens_Ciprofloxacin",0.25,6,978,0.324130879345603,"Bimodal",4568.68557453938,4204.14768627899,6.9438981459446e-80,"2 Peaks",0.266341718041302,0.0192422381678644,0.0152078673733309,1.01343639488468,0.707726533667939,1.08039855957031,0.004,0.0384844763357288,0
"Staphylococcus aureus_Ciprofloxacin",1,68,42369,0.112417097406122,"Bimodal",178786.805962989,152516.841675202,0,"1 Peak",0.331541473961194,0.0109840645672003,0,1.27241564398884,0.0001220703125,0.984786987304688,0.002,0.0219681291478526,0
"Staphylococcus aureus MRSA_Ciprofloxacin",1,5,406,0.945812807881773,"Bimodal",1769.88339723031,1428.08398002237,6.01450090297723e-75,"2 Peaks",0.00082278674595706,0.0144998178767441,0.864302667747594,1.11838199515663,0.0260738961582112,1.86481475830078,0.012,0.0289996357534883,0.24
"Staphylococcus aureus MSSA_Ciprofloxacin",1,5,578,0.0813148788927336,"Bimodal",2329.17310250189,1772.59322517275,1.38106865575538e-121,"2 Peaks",0.0172129687314399,0.0165999837615378,0.358867214545115,1.0703466758688,0.120036446736116,1.59825897216797,0.056,0.0331999675230756,0.01
"Staphylococcus coagulase negative_Ciprofloxacin",1,7,3547,0.223005356639414,"Bimodal",17085.7771415598,14365.3135660319,0,"2 Peaks",0.208994548861866,0.0113902405184572,0.0035825086309732,0.999280324170754,0.96875897000983,1.05815124511719,0.002,0.0227804810369145,0
"Staphylococcus epidermidis_Ciprofloxacin",1,8,9027,0.459842694139803,"Bimodal",44310.4316801799,38544.9208933052,0,"2 Peaks",0.0162734399241734,0.107197190466694,0,0.583977925747615,0.0001220703125,2.04415893554688,0,0.21439438120005,0
"Staphylococcus haemolyticus_Ciprofloxacin",1,7,1065,0.578403755868545,"Bimodal",5781.47459016357,5315.28061546268,5.8514654546862e-102,"2 Peaks",0.0638469758988985,0.0929027493801899,0,0.966423473429382,0.32646965922043,2.40694236755371,0,0.18580549876038,0
"Stenotrophomonas maltophilia_Ciprofloxacin",16,15,2807,0.06163163519772,"Bimodal",12616.3762943699,10995.581804301,0,"2 Peaks",0.0001199436754731,0.0199243965631613,0,1.75125304005526,0.0001220703125,1.82305908203125,0,0.0398487931263226,0
"Streptococcus agalactiae_Ciprofloxacin",2,12,3711,0.0592832120722177,"Bimodal",16586.612902384,10593.5160163148,0,"2 Peaks",2.07914462051434e-15,0.0223615613221583,0,0.610927170850946,0.0001220703125,2.52530860900879,0,0.0447231230413958,0
"Streptococcus group G_Ciprofloxacin",2,6,801,0.00749063670411985,"Bimodal",2075.39400780109,1950.34972239471,7.0303739695396e-28,"1 Peak",0.6193065867512,0.00905817446842355,0.970033539305485,2.05312841794989,0.0001220703125,1.16774749755859,0.398,0.0181163489368471,0.408
"Streptococcus pneumoniae_Ciprofloxacin",4,50,73523,0.00905838989159855,"Bimodal",193465.207919783,182558.866818614,0,"1 Peak",0.69872657434747,0.00124151973675784,0.714561337200567,2.0329807560931,0.0001220703125,0.561912536621094,0.13,NA,NA
"Streptococcus pyogenes_Ciprofloxacin",1,14,12879,0.0913890830033388,"Bimodal",48957.3600598819,35909.6145233815,0,"2 Peaks",7.91193341070414e-16,0.00773323155785633,3.12705538817459e-05,1.43793784199134,0.0001220703125,2.39641380310059,0,0.0154664631207748,0
"Haemophilus influenzae_Clarithromycin",32,12,30515,0.0036375553006718,"Bimodal",84710.5399483393,80982.906173932,0,"1 Peak",0.742128825890753,0.00169397177520413,0.889481369576572,1.86650164370672,0.0001220703125,0.538017272949219,0.06,0.00338794429037243,0
"Helicobacter pylori_Clarithromycin",0.25,5,8865,0.495544275239707,"Bimodal",54374.6692749833,44676.0542267878,0,"2 Peaks",0.00239880680738977,0.0846765944996865,0,0.415002965161434,0.0001220703125,4.06126499176025,0,0.169353189056316,0
"Streptococcus pneumoniae_Clarithromycin",0.125,5,27072,0.324615839243499,"Bimodal",159086.066312744,104915.234251141,0,"2 Peaks",0.000862224248925034,0.0786733528648859,0,0.331123656450968,0.0001220703125,3.34398460388184,0,0.157346705776324,0
"Bacteroides fragilis_Clindamycin",4,7,2321,0.16803102111159,"Bimodal",12386.2702502539,10788.519933646,0,"2 Peaks",0.0118608604711079,0.0290823728199094,0,0.938921208046065,0.00665502217650962,2.37239837646484,0,0.0581647456398188,0
"Campylobacter coli_Clindamycin",1,22,9058,0.115478030470303,"Bimodal",36263.1071768335,31835.0273161877,0,"2 Peaks",0.176302121412362,0.00335796998130448,0.78850155672825,1.22383812427979,0.0001220703125,0.719245910644531,0,0.00671594226259489,0.004
"Campylobacter jejuni_Clindamycin",0.5,43,27756,0.0329658452226546,"Bimodal",93686.8802537505,86107.0496939146,0,"1 Peak",0.448673478487894,0.00152606035318831,0.982056028259661,2.2359704083632,0.0001220703125,1.04655456542969,0.052,0.00305212021587101,0.04
"Clostridioides difficile_Clindamycin",16,15,5217,0.181521947479394,"Bimodal",26189.480922621,21613.2999894395,0,"2 Peaks",0.00109275367060487,0.0526784649669733,0,0.880995084804497,0.0001220703125,2.0576286315918,0,0.105356932110189,0
"Staphylococcus aureus_Clindamycin",0.25,14,25955,0.1274128298979,"Bimodal",127624.801392603,83452.8279949554,0,"2 Peaks",0.0136382999975239,0.0301289975868804,0,0.583222440360308,0.0001220703125,1.973876953125,0,0.0602579951678287,0
"Staphylococcus aureus MRSA_Clindamycin",0.25,5,422,0.125592417061611,"Bimodal",2303.89995025579,1152.37488522893,8.90244384237379e-251,"2 Peaks",5.52440637477007e-27,0.053115027553574,0,0.135055867050089,0.0001220703125,3.36011505126953,0,0.106230055107148,0
"Staphylococcus aureus MSSA_Clindamycin",0.25,5,629,0.00794912559618442,"Bimodal",1675.1236196309,1309.60110347558,4.24418309484607e-80,"2 Peaks",0.0596631562584947,0.0113068113673643,0.905667973134898,2.50579106829902,0.0001220703125,2.3546314239502,0.23,0.0226136227347287,0.262
"Staphylococcus coagulase negative_Clindamycin",0.25,5,640,0.203125,"Bimodal",3803.9004528336,2409.39729503989,1.53987967512367e-303,"2 Peaks",1.16470163565362e-13,0.0798286340416686,0,0.205836903532903,0.0001220703125,3.77497482299805,0,0.159657268083337,0
"Staphylococcus epidermidis_Clindamycin",0.25,5,638,0.366771159874608,"Bimodal",3668.70188279986,2719.68080783338,8.36935454742846e-207,"2 Peaks",0.000957759408463502,0.0854245732149722,0,0.338433141414699,0.0001220703125,2.95620155334473,0,0.170849146429944,0
"Staphylococcus pseudintermedius_Clindamycin",0.25,8,444,0.5,"Bimodal",1732.06610301145,1148.66385628775,2.06924425910231e-127,"2 Peaks",0.000274965995861074,0.121402465268865,0,0.314224828356174,0.0001220703125,1.43079376220703,0,0.24280493053773,0
"Streptococcus agalactiae_Clindamycin",0.5,8,1004,0.0597609561752988,"Bimodal",4497.64012366044,3014.24049969656,7.4109846876187e-323,"2 Peaks",0.00501785620845081,0.011137422780409,0.595565287384476,0.674645962382752,0.0001220703125,2.06045532226562,0.02,0.022274845560818,0.022
"Streptococcus oralis_Clindamycin",0.5,5,422,0.0805687203791469,"Bimodal",1907.709508941,1389.71574757203,3.30433361570933e-113,"2 Peaks",0.216695210043535,0.0206492418200249,0.255875502486251,0.940276544501291,0.269450735903702,1.53500366210938,0.366,0.0412984836400498,0.004
"Streptococcus pneumoniae_Clindamycin",0.25,24,38225,0.186265533028123,"Bimodal",189868.416731672,130202.366515059,0,"2 Peaks",0.00118377534854609,0.0476878125493261,0,0.370130611395229,0.0001220703125,2.09252166748047,0,0.0953756251672244,0
"Streptococcus pyogenes_Clindamycin",0.25,14,10977,0.0347089368679967,"Bimodal",41658.1997343745,28033.0491723652,0,"2 Peaks",0.00205172711659463,0.00928627219665019,0,0.961150841679174,0.000396597020696891,1.81077575683594,0,0.0185725443934972,0
"Enterobacter cloacae_Colistin",2,6,849,0.104829210836278,"Bimodal",3735.70307993033,2754.9093781432,1.05524599900768e-213,"2 Peaks",0.0377680216346251,0.0103770893139119,0.837891461642202,0.728093612596227,0.0001220703125,1.53246307373047,0.012,0.0207541786278238,0.092
"Escherichia coli_Colistin",2,13,6014,0.0124709012304623,"Bimodal",18139.0229653043,15879.9173381727,0,"2 Peaks",0.155559279971742,0.0040768725445174,0.802145854899027,2.64576667703361,0.0001220703125,1.49433135986328,0.006,0.00815372416908437,0.012
"Klebsiella aerogenes_Colistin",2,5,266,0.0488721804511278,"Bimodal",991.648877210134,840.875588862225,1.81968588375355e-33,"1 Peak",0.442749640372805,0.0139090477125627,0.991009708761677,1.72990150114893,0.0001220703125,1.27442169189453,0.494,0.0278180954251254,0.746
"Klebsiella oxytoca_Colistin",2,6,812,0.0283251231527094,"Bimodal",2703.25781094978,2389.67488279602,8.05994989266154e-69,"1 Peak",0.541365429741687,0.010966431586661,0.795610156772717,2.37213276358955,0.0001220703125,0.828414916992188,0.736,0.021932863173322,0.054
"Klebsiella pneumoniae_Colistin",2,8,1841,0.0613796849538294,"Bimodal",6741.43910299543,5388.81106293659,1.90788883896852e-294,"2 Peaks",0.134754714093551,0.00618058623862743,0.959848207519237,1.3338160644808,0.0001220703125,1.06002044677734,0.076,0.0123611724772549,0.158
"Pseudomonas aeruginosa_Colistin",4,21,19270,0.00653866113129216,"Bimodal",46689.0472906497,44820.8159797728,0,"1 Peak",0.673946539815872,0.00235692106465842,0.755972975205538,1.739060122894,0.0001220703125,0.70904541015625,0.178,0.00471384209873118,0
"Staphylococcus aureus_Dalbavancin",0.25,15,29249,0.00211973058907997,"Bimodal",63134.7380941548,60924.2624707786,0,"1 Peak",0.737062241762869,0.00322131273171134,0.0459897602787083,1.81811241775188,0.0001220703125,1.10205078125,0.368,0.00644262579149019,0
"Streptococcus agalactiae_Dalbavancin",0.125,8,714,0.0210084033613445,"Bimodal",2194.83994416225,2184.92125225292,0.00696861374641768,"1 Peak",0.669321209962151,0.0116026684841853,0.803976881866681,1.50004178996775,0.0001220703125,0.36602783203125,0.488,0.0232053369683706,0.186
"Streptococcus pyogenes_Dalbavancin",0.03,6,715,0.0293706293706294,"Bimodal",1797.2538475287,1736.86165924424,7.69135645237149e-14,"1 Peak",0.683296616630403,0.0095026288634035,0.973049168791302,1.9921277438904,0.0001220703125,0.484848022460938,0.366,0.019005257726807,0.376
"Enterococcus faecalis_Daptomycin",4,16,20193,0.00128757490219383,"Bimodal",52938.6759476572,52504.6744304088,5.72490073370346e-95,"1 Peak",0.900216004277744,0.00139700186046198,0.996126825027473,1.63905778133242,0.0001220703125,0.605064392089844,0.292,0.00279400368791857,0.342
"Enterococcus faecium_Daptomycin",8,16,16069,0.000435621382786732,"Bimodal",35461.4959114408,32747.1015482115,0,"1 Peak",0.508447512734496,0.00242293699832933,0.842625812810426,2.23510498545168,0.0001220703125,0.256111145019531,0.586,0.0048458738926777,0.008
"Staphylococcus aureus_Daptomycin",1,28,36208,0.000386654882898807,"Bimodal",90437.7391807856,90409.8510970901,8.79385272864849e-07,"1 Peak",0.692504260528897,0.001904598928848,0.579428742666365,1.50344017787754,0.0001220703125,0.327613830566406,0.108,0.00380919795216506,0
"Staphylococcus epidermidis_Daptomycin",1,9,2245,0.00979955456570156,"Bimodal",5707.74062993739,5662.24841005159,1.32278714877095e-10,"1 Peak",0.84607424358123,0.00717568532303474,0.675412577380013,1.52404528514832,0.0001220703125,0.508682250976562,0.212,0.0143513706460695,0.038
"Streptococcus agalactiae_Daptomycin",0.5,9,1864,0.00214592274678112,"Unimodal",5033.18262314071,5051.87338447843,8.7360437924237e-05,"1 Peak",1,0.00548263965832497,0.990779071428129,1.38870316121206,0.0001220703125,0.260147094726562,0.718,0.0109652793166499,0.53
"Acinetobacter baumannii_Delafloxacin",1,5,1463,0.669856459330144,"Bimodal",8186.9201427793,7895.11016928687,4.30793730229743e-64,"2 Peaks",0.143151423695999,0.0400377512991777,0,1.2559406869636,0.0001220703125,1.97406005859375,0,0.0800755025983555,0
"Enterobacter cloacae_Delafloxacin",0.5,8,2878,0.158443363446838,"Bimodal",13885.097375444,11168.825317841,0,"2 Peaks",0.244369184477161,0.00693370145585448,0.511731045127199,1.09735904409697,0.0001220703125,1.75179290771484,0,0.013867402911709,0
"Enterococcus faecalis_Delafloxacin",0.5,5,2103,0.175939134569662,"Bimodal",9124.91384023491,8160.41483580983,3.64503991569713e-210,"1 Peak",0.355093070173981,0.0138474103750842,0.00839679493905121,1.44442575366022,0.0001220703125,1.50564575195312,0,0.0276948207501684,0
"Escherichia coli_Delafloxacin",0.125,9,12325,0.376227180527383,"Bimodal",65269.241542433,55728.2107926592,0,"2 Peaks",0.0623699926296065,0.0487695636211337,0,0.664797783312042,0.0001220703125,2.13444709777832,0,0.0975391272228916,0
"Klebsiella aerogenes_Delafloxacin",0.5,5,916,0.0884279475982533,"Bimodal",3584.8494727534,3223.31951859238,3.12440937716941e-79,"1 Peak",0.478834259028403,0.00906847337834824,0.935098306778046,1.72949702211084,0.0001220703125,1.67274475097656,0.312,0.0181369467566965,0.214
"Klebsiella oxytoca_Delafloxacin",0.5,6,1059,0.0245514636449481,"Bimodal",3376.11099101569,2977.04733287384,2.21018013123915e-87,"1 Peak",0.482242338883537,0.0121431203716785,0.388637072649878,2.13807634916878,0.0001220703125,1.44905853271484,0.386,0.0242862407433571,0.012
"Klebsiella pneumoniae_Delafloxacin",0.25,12,6323,0.360430175549581,"Bimodal",35251.5150782584,29518.0778248086,0,"2 Peaks",0.127164366158827,0.0253852993702955,0,0.983977695524285,0.250505382839278,1.94525146484375,0,0.050770598740591,0
"Proteus mirabilis_Delafloxacin",0.25,7,2081,0.252763094666026,"Bimodal",9721.79507387365,7794.46804747463,0,"2 Peaks",0.0359358932581484,0.029902862769572,0,0.63892317492608,0.0001220703125,1.5228271484375,0.004,0.0598057255391439,0
"Pseudomonas aeruginosa_Delafloxacin",2,9,8131,0.190628458984135,"Bimodal",40248.8062387601,35982.1523701516,0,"1 Peak",0.318255960149277,0.0173696443197554,0,1.31887351283325,0.0001220703125,1.80277252197266,0,0.0347392887029123,0
"Staphylococcus aureus_Delafloxacin",0.016,5,20704,0.296416151468315,"Bimodal",104707.890969235,83557.9402570134,0,"2 Peaks",0.0127500722250845,0.0422951046588255,0,0.527012176923978,0.0001220703125,1.86426544189453,0,0.084590209321818,0
"Staphylococcus aureus MRSA_Delafloxacin",0.016,5,7921,0.688044438833481,"Bimodal",40354.0284427682,36018.1004573679,0,"2 Peaks",0.0211449295321584,0.0711026303673088,0,0.919779852333758,0.0001220703125,1.91245269775391,0,0.142205257823921,0
"Staphylococcus aureus MSSA_Delafloxacin",0.016,5,13983,0.0818136308374455,"Bimodal",56460.3642365427,43002.9327097072,0,"2 Peaks",0.0299091647199223,0.00919265864965678,0,0.967241763961677,0.000617293695175175,1.36588287353516,0,0.0183853172920863,0
"Staphylococcus haemolyticus_Delafloxacin",0.016,5,430,0.516279069767442,"Bimodal",2284.16625549616,1833.20808415234,1.19035721351949e-98,"2 Peaks",0.0012494193851373,0.124319324381173,0,0.369506353954966,0.0001220703125,3.00377464294434,0.002,0.248638648762346,0
"Staphylococcus hominis_Delafloxacin",0.016,5,462,0.231601731601732,"Bimodal",2360.81367080068,1804.86397691602,1.89259576977403e-121,"2 Peaks",0.0179301525123151,0.0299285384718431,0.00524580590893065,0.569524427381535,0.0001220703125,1.76288604736328,0.024,0.0598570769436862,0
"Staphylococcus lugdunensis_Delafloxacin",0.06,5,493,0.00811359026369168,"Bimodal",1363.03848007986,1264.57853870076,4.16577093247454e-22,"1 Peak",0.630315365714178,0.0152105341074913,0.657743779024639,2.45773122866161,0.0001220703125,1.17751312255859,0.286,0.0304210682149825,0.05
"Streptococcus agalactiae_Delafloxacin",0.06,8,1855,0.015633423180593,"Bimodal",5601.2949072214,5302.412781881,1.25479018383983e-65,"1 Peak",0.694624711114656,0.00822853495452014,0.597493739227186,2.14885460535614,0.0001220703125,0.71954345703125,0.406,0.0164570699090403,0.01
"Streptococcus anginosus_Delafloxacin",0.03,8,506,0.00790513833992095,"Unimodal",1570.37036742335,1579.19537210313,0.0119795503154242,"1 Peak",1,0.00959679607571791,0.993200356116063,1.3765730327051,0.0001220703125,0.37457275390625,0.326,0.0191935921514358,0.842
"Streptococcus dysgalactiae_Delafloxacin",0.06,7,985,0.0152284263959391,"Bimodal",2954.45266637344,2859.73470197424,2.70554874050248e-21,"1 Peak",0.661595669322722,0.010953793564535,0.642886143313472,2.09529003182345,0.0001220703125,0.938133239746094,0.42,0.02190758712907,0.038
"Streptococcus pneumoniae_Delafloxacin",0.06,8,6223,0.0130162301140929,"Bimodal",17245.0083094949,16590.0860010154,6.10137440682393e-143,"1 Peak",0.757761632053351,0.00381248481029894,0.863597899466583,1.9632398095451,0.0001220703125,1.59078979492188,0.26,0.00762497912348491,0.026
"Streptococcus pyogenes_Delafloxacin",0.03,8,3511,0.0105383081743093,"Unimodal",9351.75139135309,9370.18873045155,9.91607076025288e-05,"1 Peak",1,0.00438276897608317,0.970748403328163,1.40570004690579,0.0001220703125,0.327163696289062,0.332,0.00876553795216634,0.304
"Mycobacterium tuberculosis 7H11_Delamanid",0.03,14,696,0.00574712643678161,"Bimodal",2137.50073133076,1916.14170192039,8.5604679141329e-49,"2 Peaks",0.00272465670072796,0.010278373275984,0.940987479500976,2.78077157738272,0.0001220703125,1.77369689941406,0.406,0.0205567465519679,0.3
"Acinetobacter baumannii_Doripenem",1,11,2032,0.552165354330709,"Bimodal",9364.08700100105,9240.64485797622,1.5663154254985e-27,"2 Peaks",0.201991778124256,0.0216574748274799,0,1.13543652122746,0.0001220703125,1.12247467041016,0.01,0.0433149496549598,0
"Acinetobacter lwoffii_Doripenem",1,7,153,0.0849673202614379,"Bimodal",636.97068202504,597.578867194822,2.79367635678178e-09,"2 Peaks",0.0206161822537866,0.0248777254843347,0.768187831395056,1.61531441056307,0.0001220703125,1.08914184570312,0.294,0.0497554509686694,0.214
"Enterobacter cloacae_Doripenem",0.125,5,1376,0.0704941860465116,"Bimodal",4385.29634133575,4203.71480583883,3.71595596695566e-40,"1 Peak",0.422582398795666,0.0118620770878796,0.226230457646292,1.40350661575641,0.0001220703125,0.304397583007812,0.812,0.0237241541757592,0
"Enterococcus faecalis_Doripenem",16,13,7856,0.000381873727087576,"Bimodal",21919.4921694086,21358.6460078425,1.63607578785413e-122,"1 Peak",0.804732017025603,0.0043543511503767,0.454099741525618,1.89886302331916,0.0001220703125,0.806854248046875,0.096,0.00870870018510546,0
"Escherichia coli_Doripenem",0.125,5,2618,0.00267379679144385,"Bimodal",4915.19444088495,4391.52443538597,1.93420782874963e-114,"1 Peak",0.515940160216151,0.00615517358110838,0.800387602238083,2.93223609650496,0.0001220703125,1.37437438964844,0.28,0.0123103149868932,0.05
"Klebsiella pneumoniae_Doripenem",0.125,5,2626,0.0129474485910129,"Bimodal",7072.9979002483,6414.57299429817,1.05888378797116e-143,"1 Peak",0.420748191443911,0.00487682846087413,0.983315948237383,2.41790523830973,0.0001220703125,1.26526641845703,0.31,0.00975365692174826,0.288
"Proteus mirabilis_Doripenem",0.5,28,5255,0.00761179828734539,"Bimodal",14709.0465700287,14597.7546500679,6.81187453529654e-25,"1 Peak",0.721623481588899,0.00634590679891183,0.182892433275047,1.48814598188978,0.0001220703125,1.03370666503906,0.296,0.0126918303486334,0
"Pseudomonas aeruginosa_Doripenem",1,16,10939,0.271962702257976,"Bimodal",48534.0956903615,47096.8252047603,7.95572111168704e-313,"2 Peaks",0.213098863240962,0.00307045057277927,0.782177066986183,1.21704992312307,0.0001220703125,0.485710144042969,0.008,0.00614090078698066,0.006
"Serratia marcescens_Doripenem",0.5,12,2252,0.00754884547069272,"Bimodal",6409.97802561129,5776.64366111417,2.97296741789055e-138,"2 Peaks",0.000843783383636957,0.00552693497704817,0.965352317058851,2.64072114244816,0.0001220703125,1.43299102783203,0.18,0.0110538699540963,0.212
"Burkholderia pseudomallei_Doxycycline",2,7,352,0.0625,"Bimodal",1144.47499140955,1021.03709652186,1.56964592271728e-27,"1 Peak",0.346531225960909,0.0135796094940039,0.966150450890851,1.6240218329501,0.0001220703125,0.587730407714844,0.564,0.0271592189880078,0.474
"Campylobacter coli_Doxycycline",1,9,1073,0.68685927306617,"Bimodal",5416.03574031059,4606.39768568992,1.54643001236062e-176,"2 Peaks",0.00902186172069689,0.0566895643298588,0,0.547677618410372,0.0001220703125,2.0015983581543,0,0.113379128659718,0
"Campylobacter jejuni_Doxycycline",0.5,8,971,0.464469618949537,"Bimodal",5117.57744846357,4280.55502833894,1.74940698116226e-182,"2 Peaks",0.00464482809879245,0.0783826578523396,0,0.426114121414853,0.0001220703125,2.57622337341309,0,0.156765315704679,0
"Enterococcus faecalis_Doxycycline",0.5,5,1355,0.725461254612546,"Bimodal",6578.03669866041,5100.84932407916,1.70946713461071e-321,"2 Peaks",0.00106254790824411,0.0592454019700072,0,0.417305163244115,0.0001220703125,1.90771484375,0,0.118490803940014,0
"Enterococcus faecium_Doxycycline",0.5,13,2219,0.799459215863001,"Bimodal",10987.0097614323,7824.82025633226,0,"2 Peaks",0.000144928547947671,0.0595869635861052,0,0.347923985217092,0.0001220703125,2.15052032470703,0,0.11917392717221,0
"Escherichia coli_Doxycycline",4,17,5028,0.45684168655529,"Bimodal",20969.8470995286,20004.6969012983,2.63206948607442e-210,"2 Peaks",0.096593173587965,0.0277890436172622,0,0.914079298453144,0.0001220703125,1.03475952148438,0,0.0555780872345244,0
"Mannheimia haemolytica_Doxycycline",2,9,364,0.0851648351648352,"Bimodal",1302.43431138804,1146.94793143465,1.72409656887714e-34,"2 Peaks",0.132416212824478,0.0116356409292332,0.991920680856137,1.37100746774018,0.0001220703125,0.746009826660156,0.232,0.0232712818584665,0.716
"Pasteurella multocida_Doxycycline",1,15,897,0.0947603121516165,"Bimodal",2882.48698331797,2732.32281223803,2.46754203794168e-33,"1 Peak",0.353462912159082,0.0127469582980106,0.446781774464609,1.36472218893414,0.0001220703125,0.320640563964844,0.42,0.0254939165960212,0
"Salmonella enterica_Doxycycline",8,5,6839,0.107325632402398,"Bimodal",22867.2515699404,20282.0603802868,0,"1 Peak",0.367541874243081,0.00437375606655752,0.573634791138833,1.26901422750286,0.0001220703125,0.384010314941406,0.024,0.00874751473350125,0
"Staphylococcus aureus_Doxycycline",0.5,7,5037,0.138773079213818,"Bimodal",20901.7474966768,18163.7029945724,0,"2 Peaks",0.12658702483007,0.0089646675557915,0.00859757066568201,1.08047994037316,0.0001220703125,0.961845397949219,0.068,0.0179293350003164,0
